location_id,location_name,lat,lon,geo_source
4564da6b-a91a-432f-b482-cbb545f48a76,Raising Cane’s Chicken Fingers - West Loop,41.8847,-87.6483994,known_address+nominatim
07123afa-3536-4411-9cfb-2a764a0cb700,Raising Cane’s Chicken Fingers - Wrigleyville,41.9491491,-87.6583667,known_address+nominatim
ac00804f-ed14-4e2e-9154-0eb97831b648,Raising Cane’s Chicken Fingers - Wrigleyville,41.9491491,-87.6583667,known_address+nominatim
a80991f7-6c46-4acf-b640-6d2417e81457,Recess,41.8892308,-87.6495781,nominatim
41293769-1c78-4c45-b118-1e7c5a114446,Renaissance,41.8858837,-87.6286906,manual+firecrawl
0113d8b9-f205-416e-aff3-d685385b3056,Residence Inn,41.8816746,-87.6321072,nominatim
83383f69-4211-4868-9b20-d6a6e89f86ed,Residence Inn,41.8816746,-87.6321072,nominatim
983de8e2-e0c4-481b-a2e4-dcee9576464b,Richard H. Driehaus Museum,41.8942846,-87.6265031,nominatim
776ef29b-6386-4d97-a304-df47b1e396fb,Richard's Bar,41.8910436,-87.6470004,nominatim
8077f748-42ac-4106-8c88-6f555d271139,Ritz-Carlton,41.8977805,-87.6222512,nominatim
f611c0a4-5c6f-4f39-bef8-9d534889f2e5,Riu,41.8936003,-87.6232845,nominatim
5c9865f0-0768-465d-b0aa-bf2aa974327a,Robert's Pizza & Dough Company,41.8906336,-87.617051,firecrawl+nominatim
dafb4595-6b64-4bbc-ac21-ae13d041bdb4,Roll Up,41.8711428,-87.6247298,firecrawl+nominatim
0b1bab11-a4df-488e-b6b3-b2ffadc71bc3,Roll Up,41.8711428,-87.6247298,firecrawl+nominatim
daec936e-ce9f-472c-9764-fca57ed8fdc8,Rosebud Taylor Street,41.8694789,-87.6642957,nominatim
85fbd452-0b78-45e4-818b-a5584650a5be,Rosebud on Rush,41.895595,-87.6258346,nominatim
92b7eee6-5f57-4099-9e24-b6ae729f2e3a,Rosetta Italian,41.8814165,-87.6289457,nominatim
00239dbc-63a5-4ce1-9c87-8dc8afd8fa99,Route 66 League,41.8838628,-87.6248023,known_address+nominatim
6f976c55-fd09-4024-a2d4-e20cb355a109,Route 66 in Illinois,41.8838628,-87.6248023,known_address+nominatim
519341a8-5a5a-4ca3-bc84-c95599b8cbcc,Route 66 in Illinois,41.8838628,-87.6248023,known_address+nominatim
f5a85be1-1965-499c-9808-40707ef5d1e9,Royal Sonesta,41.8841092,-87.6336242,nominatim
3af4c1b1-4d30-4910-ab84-59f346b1a544,Royal Sonesta River North,41.8911493,-87.6278016,nominatim
e36210c6-b094-423a-948d-648b70453b94,Sable,41.8893891,-87.6238856,nominatim
4e0f0984-f108-4933-970b-c69ea1477f4f,Saigon Sisters,41.8840995,-87.6406518,nominatim
06dffd31-ae21-4531-bc2c-04df20f85c1d,Saks 5th Ave.,41.8953364,-87.6249417,firecrawl+nominatim
149e5b06-fafe-45a5-987f-0a2ee647f8d2,Selva,41.8085077,-87.6664057,firecrawl+nominatim
a06bbd92-c336-49f9-908b-a697a0b25d60,Shedd Aquarium,41.8676361,-87.6136789,nominatim
11a1045b-810d-4e53-9197-7fd4a5fca6a9,Sheraton,41.8891374,-87.6194796,nominatim
9b230cd5-0362-4a8a-9f5b-8ca06bc30803,Shoreline Sightseeing,41.8906314,-87.6116569,nominatim
cdea5fbf-6b8f-4b44-8851-1ce8fccd6754,Shoreline Sightseeing,41.8906314,-87.6116569,nominatim
9bc1b4fa-ea16-47e4-a091-33e5e3969a05,Silversmith,41.881682,-87.6266569,nominatim
7e7a14e6-4a70-44d0-8dac-2a4ac9b58de5,Skydeck Chicago,41.8785046,-87.6358868,nominatim
7281a264-4f29-4522-b9fc-c44d317f6c2c,Smith & Wollensky,41.8879163,-87.6285778,nominatim
19d6427a-63af-46fc-9b69-e8bdeeb060ea,Sofitel,41.8986213,-87.6273149,nominatim
433ff4c9-6138-4dcf-8ab2-584fe99b0e52,Soho House Chicago,41.8837644,-87.6482573,nominatim
a831daee-9505-4d4b-84fb-4a55ad091ac1,Soldier Field Tour,41.8783735,-87.630203,firecrawl+nominatim
6cd79913-3dea-403b-a76b-2424d394b2cb,Sonesta ES,41.8998458,-87.6213927,nominatim
4f6cb2a9-fbce-48b3-bd54-828ece89ffc4,Sports Illustrated Resorts,41.8861041,-87.6260294,firecrawl+nominatim
6b55795c-669e-435e-8971-37fde427393a,Sports Illustrated Resorts,41.8861041,-87.6260294,firecrawl+nominatim
602e19a8-8126-4447-b125-4ea6bf2f2c19,SpringHill Suites,41.8895221,-87.6298273,manual+firecrawl
b3e0f981-4a6c-4249-881e-f7c0df856fdb,St. Clair,41.8914024,-87.6226683,nominatim
09edc7a5-adc5-4b62-8aef-bf419d6ed60d,St. Regis,41.8872334,-87.6172586,nominatim
ee1cd8e1-c553-4a4e-8d67-2dc599f3c4d2,Starbucks Reserve Roastery,41.8939214,-87.6246408,firecrawl+nominatim
500b3ef0-5a38-4656-b314-3fd541ae27bc,Staypineapple,41.8830439,-87.6282334,nominatim
8a157812-2a9d-4f20-943e-d47d8ed2d3c4,Stetson's,41.8870627,-87.6223486,nominatim
096d51e9-abb2-422a-9ecc-c201c21bf277,Studio W.I.P.,41.9689851,-87.6564866,firecrawl+nominatim
23da399f-67a6-4306-8910-2d230178dcfd,Su Taqueria El Rey Del Taco,41.8793444,-87.6689503,nominatim
689fdcc8-ef66-4b89-8404-dafba4f5344d,Swift & Sons,41.8869686,-87.6524319,nominatim
475955a8-f41b-4c88-9969-e8f529405a83,Swissotel,41.8873452,-87.6195255,nominatim
eaa5167b-91d9-4744-a8d0-32a6e1b5764e,Talay Chicago,41.8817668,-87.657892,nominatim
9105ebb9-a0c7-4a58-aa27-58821bedd89b,Talbott,41.8994577,-87.627489,nominatim
a7079f7b-1af4-4663-993e-8c2099d4daf6,Tapas Valencia,41.8610689,-87.6279127,nominatim
01bf94e7-d01f-451c-b5cc-7fa0ef1ee9d3,Target,41.8771063,-87.6554712,nominatim
199e5b2c-9b6d-4e8b-8b5e-749f9c887267,The Aberdeen Tap,41.8901554,-87.6549295,nominatim
e099ec01-4406-4d37-95a2-d21a005d5443,The Aviary,41.8864563,-87.6520185,nominatim
b95a7e34-9cd6-41cd-9445-5c9d905dcba8,The Barn Hockey Bar,41.8795856,-87.6679562,nominatim
1c7ef4bf-a014-4b12-b1b8-d051a3c2a929,The Berghoff,41.8793454,-87.6284801,nominatim
b43586e8-0812-4c14-926d-f3fcda24410e,The Blake,41.87514,-87.6295038,firecrawl+nominatim
280c38f7-9929-48af-b70c-2a9332df553f,The Buckingham,41.8767698,-87.6254209,nominatim
2f89c142-063f-48be-9df8-bc3887c454ca,The Embassy Public House,41.8690927,-87.6630218,firecrawl+nominatim
22a6c2ca-5511-4081-bb78-f739e3bf4384,The Emily Hotel,41.8874771,-87.6518093,nominatim
a8c510fa-71bb-484e-b1af-896674f19c21,The Evie,41.8919541,-87.6239805,firecrawl+nominatim
bbc4e2eb-efbe-4bc9-83e2-2a38efc61db0,The Gwen,41.8912803,-87.6251877,nominatim
3adf7ff3-a2c2-434e-afe7-b0d0d004153a,"The Hoxton, Chicago",41.8858848,-87.6491365,firecrawl+nominatim
38b7edc6-48db-4cf0-9aae-4d05963637c7,The LaSalle,41.9031938,-87.6336884,nominatim
cab5cddb-260e-424e-a706-59855f90b12f,The Neighborhood Hotel Little Italy,41.8690811,-87.6628081,nominatim
da057913-9a02-4232-9a7d-c2ea84c453ef,The Old Post Office,41.8759856,-87.6387645,firecrawl+nominatim
9e5dc789-a3a2-4c2a-8646-574ad5c1f294,The Publishing House Bed and Breakfast,41.8831559,-87.6557867,firecrawl+nominatim
deb3f631-4458-4912-abc0-84fc17b60b58,The Second City,41.9116127,-87.6348918,nominatim
93c68218-7af9-4718-83e9-186def3d0026,The Shops at North Bridge,41.891426,-87.6249707,nominatim
5abb98ff-e43b-46d0-9903-7da66ad3948f,The Wade,41.8938745,-87.6156003,nominatim
c17b1d6d-11aa-49c2-a620-84bf72506d84,Theater of the Mind,41.887903,-87.6323945,firecrawl+nominatim
ae9313a1-734d-4039-9ad3-61b627a9ab2b,Theater of the Mind,41.887903,-87.6323945,firecrawl+nominatim
4d32cae3-7157-45d5-9e40-2282b4086a5b,Third Rail Tavern,41.8815012,-87.6556577,nominatim
7b4c802b-601b-44b2-99e1-9b65232ea8a4,Thompson,41.8847822,-87.6673763,nominatim
46c33928-32af-4426-8ec5-db96d42edf83,Timothy O'Toole's Pub,41.8932428,-87.6204681,nominatim
b00df4de-805e-4940-a4af-28eb69888de9,TraveLodge,41.874246,-87.6255031,nominatim
25d65999-8943-418e-9c58-649330f792de,Tribune Tower,41.890584,-87.6232046,nominatim
2303ceff-d524-4841-a4a1-fe97476dde43,Trump Int'l,41.8888632,-87.6264748,firecrawl+nominatim
a671d42f-4db6-46b0-a6e4-78c0a7d1af0e,Tzuco,41.8955117,-87.6284956,nominatim
9b5e593d-e1db-46ae-a15b-f2d9b3eb224d,Ukrainian National Museum,41.894607,-87.6840067,nominatim
66a2e0b5-bc45-4fe7-aae5-87a74cf890d7,Union Park,41.88419,-87.665168,nominatim
7c3b8e81-125d-4e29-8540-b9f6c9b5214a,Union Station,41.878701,-87.6404084,nominatim
adfcbe83-44e3-48cd-b9e8-21a774b4dfa8,United Center,41.8806831,-87.6741851,nominatim
1b3c8be6-9dcc-41bb-9285-a077203aa03f,Vertiport Chicago,41.8628345,-87.6702925,nominatim
6504e7b0-83d9-4b44-85af-12459e176e9d,Viaggio Restaurant Chicago,41.8814724,-87.6532669,nominatim
c23bede8-6ac1-487a-a312-c333d1f1e265,Viceroy,41.9023778,-87.6289158,nominatim
aa34c73a-30c5-4912-a591-89108c676cf3,Voco,41.8881823,-87.6375946,firecrawl+nominatim
52bd65c2-e431-4558-90a6-6dd907ff5a2b,Vosges Haut-Chocolat,41.9353487,-87.6860936,firecrawl+nominatim
8e017b7a-3c2e-4f8d-a33e-d2d26c0d5bd2,Vosges Haut-Chocolat,41.9353487,-87.6860936,firecrawl+nominatim
9887104e-c3d1-48b3-adfa-cabd5303713d,WNDR Museum,41.880525,-87.6559982,nominatim
cdcd0f08-0f9b-49d4-9fed-e825b3541754,Waldorf Astoria,41.8997426,-87.6274764,nominatim
4b3e4257-6f66-4fb6-b13f-a32620b36a7b,Warwick Allerton,41.8952056,-87.6237615,nominatim
cb75a533-fc20-4a0e-ba44-c7cb493b9b5c,Water Tower,41.8971757,-87.6244367,manual+firecrawl
02672df6-c98c-445f-9fa6-32bfc1f6887e,Water Tower Place,41.8981348,-87.6229321,nominatim
f10a7db2-d660-4033-b4f5-7f8e66917c81,Weather Mark Tavern,41.8619185,-87.6235586,nominatim
ed29288d-9494-4625-a6d8-95abc92e5888,Westin,41.8994421,-87.6232342,nominatim
f667c8b9-cd6b-433e-ae24-a57adefcc940,Westin River North,41.88817,-87.6300608,nominatim
3930c498-4afe-43fd-a7d7-0501b64eaaec,Whitehall,41.8989328,-87.6257157,nominatim
c56473d8-9447-409c-9a9f-6cdb2eea31e1,Willie Dixon Blues Heaven Foundation,41.8536162,-87.6240618,firecrawl+nominatim
be807ef4-c1d2-44bd-a480-2c64cecc4d46,Willis Tower,41.878738,-87.6359612,nominatim
c8e2ab0a-cd1e-4a6a-953a-3bc83981ea04,Wintrust Arena,41.8536992,-87.6213549,nominatim
43c8ff8f-4ef6-4ecb-8b25-7474652c1217,Wrigley Building,41.889912,-87.6248201,nominatim
ceeb4b63-3053-430f-9620-18e686ba3030,Yolk - Marina City,41.8885263,-87.6283588,nominatim
9373e01a-e0dd-4ac4-8b9e-4cef1bd81911,Yolk - South Loop,41.8688255,-87.6245382,nominatim
d7b54985-bba1-4e99-8e66-2d5696a03b85,Yolk - Streeterville,41.8921642,-87.6180984,nominatim
a7c60d6b-97eb-4987-a9d3-56dcbb44e326,Yolk - West Loop,41.8821339,-87.6409831,nominatim
be53ba5f-2962-46fd-a56d-ed7a07d9d605,avec Restaurant,41.8937721,-87.6329701,nominatim
e8ad5446-06db-4a1d-b2b9-7fb9fa316688,necessary & sufficient coffee,41.9283765,-87.7180606,nominatim
e8c24ea6-17a5-468a-a856-a4a0e793e50d,theWit,41.886084,-87.6276358,nominatim
