config,ndcg,sim,popularity,item_collab,user_collab,trending,session
random,0.180283,0.025,0.366,0.163,0.202,0.089,0.155
random,0.180244,0.105,0.023,0.263,0.25,0.212,0.147
random,0.180211,0.201,0.066,0.149,0.021,0.115,0.448
random,0.180205,0.042,0.026,0.546,0.038,0.075,0.273
random,0.180192,0.091,0.182,0.478,0.027,0.115,0.108
random,0.180185,0.135,0.003,0.167,0.159,0.017,0.52
random,0.180176,0.002,0.144,0.065,0.28,0.151,0.357
random,0.180167,0.023,0.365,0.349,0.01,0.041,0.211
random,0.180086,0.027,0.093,0.559,0.002,0.03,0.289
random,0.180083,0.05,0.096,0.603,0.014,0.092,0.144
random,0.180045,0.062,0.692,0.044,0.076,0.001,0.125
random,0.17996,0.128,0.001,0.106,0.137,0.057,0.57
random,0.179911,0.155,0.277,0.001,0.057,0.25,0.26
random,0.179864,0.099,0.026,0.288,0.001,0.003,0.582
random,0.179853,0.037,0.115,0.749,0.078,0.019,0.003
random,0.179851,0.207,0.023,0.239,0.009,0.179,0.343
random,0.17985,0.068,0.093,0.064,0.578,0.165,0.032
random,0.179828,0.113,0.065,0.191,0.182,0.014,0.434
random,0.179822,0.003,0.176,0.026,0.21,0.107,0.48
random,0.179817,0.24,0.227,0.012,0.193,0.296,0.032
random,0.179751,0.041,0.449,0.07,0.182,0.098,0.16
random,0.179742,0.039,0.022,0.774,0.019,0.078,0.068
random,0.179699,0.122,0.183,0.11,0.109,0.016,0.46
random,0.17967,0.094,0.25,0.023,0.408,0.176,0.049
random,0.179635,0.007,0.0,0.515,0.199,0.069,0.21
random,0.179628,0.02,0.384,0.065,0.223,0.007,0.3
random,0.179575,0.068,0.028,0.715,0.009,0.071,0.109
random,0.17956,0.017,0.054,0.782,0.083,0.002,0.062
random,0.179547,0.211,0.004,0.086,0.037,0.131,0.531
random,0.17952,0.043,0.043,0.358,0.114,0.003,0.438
random,0.179489,0.07,0.005,0.857,0.037,0.029,0.002
random,0.179476,0.079,0.465,0.023,0.016,0.14,0.278
random,0.179408,0.062,0.049,0.53,0.109,0.235,0.016
random,0.179392,0.194,0.033,0.043,0.071,0.275,0.384
random,0.17935,0.029,0.069,0.203,0.25,0.171,0.278
random,0.17934,0.021,0.045,0.72,0.069,0.022,0.123
random,0.179328,0.129,0.246,0.012,0.086,0.077,0.449
random,0.179325,0.162,0.007,0.153,0.003,0.019,0.656
random,0.179311,0.134,0.204,0.173,0.001,0.181,0.307
random,0.179286,0.055,0.289,0.373,0.037,0.134,0.112
random,0.179285,0.052,0.503,0.171,0.003,0.206,0.065
random,0.179251,0.068,0.251,0.076,0.045,0.048,0.513
random,0.179246,0.169,0.118,0.352,0.007,0.19,0.164
random,0.179244,0.379,0.023,0.021,0.075,0.402,0.099
random,0.179207,0.003,0.088,0.088,0.518,0.119,0.183
random,0.179153,0.074,0.017,0.115,0.52,0.19,0.085
random,0.179151,0.001,0.026,0.36,0.295,0.03,0.287
random,0.179094,0.038,0.065,0.618,0.007,0.109,0.163
random,0.179065,0.205,0.0,0.063,0.145,0.308,0.279
random,0.17905,0.013,0.321,0.149,0.162,0.038,0.317
random,0.179049,0.009,0.032,0.245,0.34,0.035,0.339
random,0.179039,0.014,0.367,0.083,0.155,0.01,0.372
random,0.179032,0.119,0.209,0.004,0.074,0.089,0.506
random,0.178989,0.099,0.13,0.081,0.094,0.019,0.578
random,0.178952,0.011,0.419,0.045,0.337,0.016,0.174
random,0.178949,0.27,0.053,0.03,0.077,0.359,0.212
random,0.178945,0.023,0.167,0.031,0.628,0.074,0.077
random,0.178941,0.008,0.015,0.47,0.236,0.153,0.118
random,0.178907,0.085,0.263,0.204,0.087,0.229,0.131
random,0.178897,0.019,0.291,0.208,0.079,0.139,0.263
random,0.178842,0.041,0.138,0.489,0.006,0.064,0.263
random,0.178824,0.024,0.063,0.35,0.148,0.147,0.268
random,0.178773,0.163,0.078,0.075,0.09,0.002,0.592
random,0.17876,0.127,0.051,0.281,0.06,0.181,0.301
random,0.178674,0.096,0.04,0.478,0.001,0.126,0.259
random,0.178665,0.017,0.001,0.743,0.041,0.081,0.117
random,0.178622,0.044,0.476,0.194,0.002,0.001,0.282
random,0.178604,0.084,0.34,0.107,0.057,0.184,0.228
random,0.178602,0.08,0.146,0.605,0.015,0.062,0.092
random,0.178585,0.007,0.414,0.137,0.318,0.006,0.119
random,0.178549,0.026,0.027,0.818,0.093,0.034,0.001
random,0.178536,0.091,0.361,0.103,0.213,0.213,0.019
random,0.178534,0.195,0.009,0.026,0.374,0.273,0.124
random,0.178519,0.056,0.078,0.334,0.025,0.023,0.483
random,0.178511,0.065,0.008,0.074,0.573,0.19,0.09
random,0.178492,0.126,0.346,0.131,0.076,0.268,0.054
random,0.178487,0.12,0.023,0.283,0.124,0.314,0.135
random,0.178471,0.105,0.273,0.029,0.079,0.172,0.342
random,0.178447,0.04,0.155,0.381,0.024,0.071,0.329
random,0.178411,0.035,0.373,0.22,0.039,0.117,0.217
random,0.17841,0.05,0.041,0.15,0.194,0.183,0.382
random,0.178409,0.013,0.371,0.553,0.046,0.009,0.009
random,0.178359,0.017,0.017,0.42,0.21,0.098,0.238
random,0.178329,0.005,0.01,0.325,0.382,0.006,0.272
random,0.178319,0.098,0.094,0.068,0.167,0.083,0.49
random,0.178312,0.04,0.109,0.42,0.128,0.198,0.105
random,0.178298,0.086,0.022,0.016,0.105,0.11,0.661
random,0.178291,0.059,0.5,0.112,0.051,0.064,0.214
random,0.178234,0.057,0.152,0.049,0.226,0.201,0.317
random,0.178186,0.189,0.01,0.348,0.002,0.365,0.087
random,0.178107,0.05,0.015,0.114,0.531,0.187,0.102
random,0.178076,0.053,0.223,0.056,0.105,0.035,0.528
random,0.17807,0.057,0.116,0.195,0.118,0.024,0.489
random,0.178063,0.0,0.053,0.344,0.255,0.005,0.343
random,0.17805,0.046,0.005,0.39,0.047,0.042,0.469
random,0.178043,0.045,0.614,0.067,0.175,0.003,0.096
random,0.177979,0.361,0.008,0.104,0.016,0.408,0.103
random,0.177976,0.11,0.011,0.333,0.129,0.317,0.098
random,0.177965,0.104,0.066,0.02,0.117,0.089,0.604
random,0.177965,0.023,0.003,0.154,0.312,0.096,0.411
random,0.177929,0.053,0.131,0.011,0.158,0.149,0.498
random,0.177927,0.002,0.395,0.471,0.036,0.096,0.001
random,0.177883,0.059,0.386,0.046,0.055,0.145,0.309
random,0.177822,0.193,0.059,0.196,0.001,0.238,0.312
random,0.177769,0.017,0.48,0.203,0.145,0.095,0.059
random,0.177764,0.113,0.005,0.182,0.16,0.281,0.258
random,0.177759,0.06,0.001,0.02,0.596,0.17,0.154
random,0.177711,0.154,0.016,0.001,0.07,0.057,0.702
random,0.177707,0.212,0.019,0.197,0.027,0.185,0.36
random,0.177682,0.061,0.381,0.095,0.075,0.132,0.256
random,0.177623,0.179,0.269,0.022,0.116,0.255,0.159
random,0.177622,0.015,0.162,0.111,0.175,0.027,0.51
random,0.177591,0.09,0.016,0.52,0.003,0.064,0.306
random,0.17758,0.067,0.488,0.028,0.154,0.145,0.117
random,0.177567,0.084,0.008,0.768,0.017,0.05,0.072
random,0.177475,0.047,0.209,0.115,0.209,0.189,0.231
random,0.177474,0.065,0.391,0.038,0.074,0.028,0.404
random,0.177433,0.296,0.044,0.005,0.248,0.332,0.076
random,0.177433,0.133,0.104,0.079,0.072,0.013,0.599
random,0.177425,0.116,0.005,0.098,0.208,0.005,0.568
random,0.177382,0.09,0.071,0.198,0.115,0.258,0.268
random,0.177378,0.008,0.336,0.195,0.256,0.128,0.077
random,0.177374,0.032,0.121,0.203,0.153,0.189,0.303
random,0.177334,0.134,0.441,0.035,0.139,0.223,0.028
random,0.1773,0.068,0.127,0.295,0.043,0.036,0.432
random,0.177258,0.1,0.212,0.121,0.06,0.211,0.296
random,0.177246,0.061,0.001,0.208,0.498,0.211,0.021
random,0.177244,0.1,0.095,0.445,0.087,0.27,0.002
random,0.177213,0.154,0.122,0.109,0.031,0.161,0.423
random,0.177199,0.104,0.083,0.032,0.154,0.02,0.608
random,0.177117,0.009,0.299,0.625,0.032,0.03,0.005
random,0.177094,0.074,0.002,0.14,0.205,0.238,0.34
random,0.177007,0.026,0.003,0.411,0.227,0.239,0.093
random,0.177004,0.007,0.047,0.348,0.278,0.112,0.209
random,0.176999,0.044,0.278,0.613,0.05,0.002,0.012
random,0.176983,0.096,0.095,0.037,0.16,0.073,0.539
random,0.176941,0.001,0.002,0.405,0.232,0.023,0.338
random,0.176933,0.045,0.622,0.095,0.197,0.02,0.022
random,0.176911,0.059,0.01,0.776,0.042,0.083,0.03
random,0.176886,0.091,0.212,0.401,0.018,0.052,0.224
random,0.176871,0.016,0.062,0.767,0.058,0.059,0.039
random,0.176823,0.143,0.063,0.037,0.108,0.001,0.649
random,0.176817,0.009,0.048,0.303,0.201,0.199,0.24
random,0.176812,0.101,0.05,0.064,0.168,0.164,0.453
random,0.176758,0.001,0.159,0.471,0.193,0.037,0.139
random,0.176715,0.027,0.008,0.308,0.173,0.164,0.319
random,0.176707,0.052,0.149,0.139,0.129,0.039,0.491
random,0.176694,0.064,0.132,0.543,0.027,0.065,0.169
random,0.176674,0.124,0.109,0.424,0.009,0.334,0.001
random,0.176648,0.074,0.427,0.058,0.001,0.165,0.274
random,0.176595,0.138,0.178,0.065,0.147,0.264,0.208
random,0.176568,0.075,0.369,0.01,0.021,0.06,0.466
random,0.176527,0.01,0.16,0.251,0.156,0.027,0.397
random,0.176518,0.033,0.014,0.327,0.223,0.01,0.394
random,0.176476,0.013,0.043,0.803,0.03,0.051,0.06
random,0.176469,0.004,0.487,0.143,0.263,0.007,0.094
random,0.176463,0.073,0.026,0.363,0.235,0.298,0.006
random,0.176405,0.035,0.271,0.433,0.031,0.184,0.046
random,0.176389,0.082,0.217,0.298,0.04,0.249,0.114
random,0.176377,0.038,0.05,0.83,0.019,0.021,0.042
random,0.176372,0.158,0.243,0.007,0.003,0.105,0.485
random,0.176316,0.051,0.003,0.121,0.201,0.154,0.469
random,0.176264,0.044,0.103,0.266,0.093,0.055,0.439
random,0.176203,0.024,0.352,0.413,0.021,0.152,0.038
random,0.176181,0.135,0.286,0.09,0.012,0.143,0.334
random,0.176169,0.066,0.022,0.117,0.173,0.027,0.595
random,0.176155,0.099,0.07,0.096,0.008,0.022,0.706
random,0.176116,0.071,0.068,0.013,0.265,0.001,0.582
random,0.176089,0.021,0.121,0.646,0.068,0.006,0.139
random,0.176082,0.092,0.062,0.354,0.003,0.161,0.328
random,0.176064,0.052,0.002,0.06,0.203,0.145,0.538
random,0.176041,0.189,0.082,0.076,0.002,0.257,0.395
random,0.176,0.08,0.062,0.193,0.268,0.245,0.152
random,0.175979,0.079,0.38,0.026,0.025,0.119,0.371
random,0.175958,0.116,0.07,0.035,0.046,0.031,0.701
random,0.175936,0.007,0.1,0.34,0.156,0.077,0.32
random,0.175927,0.112,0.017,0.179,0.388,0.252,0.052
random,0.175861,0.153,0.038,0.426,0.022,0.231,0.129
random,0.175855,0.019,0.068,0.576,0.105,0.227,0.005
random,0.175847,0.025,0.014,0.246,0.283,0.19,0.243
random,0.175828,0.142,0.293,0.093,0.202,0.27,0.0
random,0.175817,0.064,0.235,0.18,0.04,0.117,0.363
random,0.175813,0.032,0.097,0.109,0.234,0.085,0.442
random,0.175788,0.063,0.234,0.509,0.031,0.081,0.082
random,0.175771,0.108,0.476,0.0,0.137,0.191,0.088
random,0.175763,0.002,0.094,0.011,0.828,0.035,0.03
random,0.175732,0.07,0.705,0.016,0.031,0.013,0.165
random,0.175701,0.196,0.077,0.006,0.098,0.093,0.529
random,0.175655,0.061,0.002,0.231,0.001,0.002,0.704
random,0.175646,0.0,0.26,0.516,0.125,0.023,0.076
random,0.175497,0.094,0.196,0.379,0.003,0.271,0.058
random,0.175497,0.004,0.375,0.159,0.252,0.046,0.164
random,0.175456,0.001,0.068,0.308,0.172,0.087,0.364
random,0.175454,0.058,0.006,0.205,0.177,0.221,0.334
random,0.175433,0.04,0.598,0.097,0.082,0.107,0.076
random,0.175401,0.02,0.293,0.143,0.073,0.076,0.395
random,0.175381,0.064,0.308,0.065,0.073,0.099,0.391
random,0.175379,0.467,0.007,0.029,0.018,0.385,0.094
random,0.175366,0.072,0.714,0.022,0.009,0.001,0.182
random,0.175336,0.034,0.212,0.358,0.091,0.208,0.097
random,0.175331,0.042,0.261,0.042,0.126,0.016,0.512
random,0.175305,0.034,0.0,0.357,0.039,0.001,0.569
random,0.175252,0.023,0.446,0.05,0.184,0.057,0.24
random,0.175229,0.014,0.017,0.182,0.337,0.007,0.443
random,0.175221,0.011,0.038,0.894,0.027,0.001,0.029
random,0.175174,0.026,0.467,0.203,0.089,0.183,0.032
random,0.175126,0.0,0.142,0.38,0.15,0.016,0.311
random,0.175118,0.081,0.402,0.018,0.067,0.006,0.426
random,0.175116,0.134,0.006,0.01,0.144,0.132,0.574
random,0.175077,0.006,0.475,0.113,0.211,0.005,0.189
random,0.175068,0.101,0.198,0.425,0.012,0.032,0.231
random,0.175043,0.071,0.37,0.186,0.131,0.223,0.02
random,0.17503,0.007,0.01,0.141,0.357,0.002,0.484
random,0.175028,0.143,0.098,0.019,0.036,0.001,0.703
random,0.175006,0.024,0.141,0.442,0.022,0.127,0.245
random,0.175005,0.042,0.338,0.044,0.38,0.124,0.072
random,0.174986,0.071,0.048,0.26,0.03,0.025,0.566
random,0.174983,0.036,0.21,0.005,0.528,0.112,0.109
random,0.174965,0.098,0.018,0.039,0.162,0.167,0.516
random,0.17496,0.014,0.635,0.22,0.036,0.084,0.011
random,0.17495,0.388,0.037,0.005,0.165,0.387,0.018
random,0.174912,0.023,0.042,0.137,0.244,0.071,0.484
random,0.174902,0.068,0.192,0.238,0.064,0.223,0.215
random,0.17481,0.034,0.314,0.084,0.184,0.146,0.238
random,0.17476,0.035,0.019,0.039,0.285,0.087,0.534
random,0.174742,0.086,0.049,0.318,0.077,0.231,0.24
random,0.174724,0.032,0.095,0.416,0.0,0.023,0.434
random,0.174712,0.031,0.09,0.015,0.408,0.153,0.305
random,0.174667,0.068,0.071,0.459,0.042,0.148,0.213
random,0.174641,0.138,0.03,0.026,0.19,0.036,0.581
random,0.174612,0.171,0.048,0.213,0.122,0.343,0.104
random,0.174605,0.179,0.059,0.154,0.001,0.329,0.277
random,0.17459,0.067,0.029,0.507,0.103,0.281,0.013
random,0.174554,0.051,0.261,0.281,0.01,0.16,0.237
random,0.17455,0.065,0.007,0.018,0.153,0.12,0.637
random,0.174545,0.039,0.052,0.253,0.163,0.005,0.488
random,0.174535,0.022,0.073,0.071,0.264,0.022,0.548
random,0.17453,0.011,0.076,0.543,0.019,0.084,0.268
random,0.17451,0.138,0.04,0.006,0.146,0.04,0.63
random,0.174488,0.008,0.39,0.201,0.27,0.107,0.025
random,0.174415,0.017,0.035,0.005,0.742,0.08,0.121
random,0.174404,0.06,0.07,0.07,0.146,0.037,0.617
random,0.174358,0.106,0.01,0.113,0.537,0.23,0.005
random,0.174339,0.037,0.191,0.027,0.12,0.092,0.533
random,0.174327,0.052,0.053,0.088,0.235,0.059,0.513
random,0.174257,0.139,0.091,0.243,0.004,0.134,0.39
random,0.174186,0.1,0.408,0.018,0.022,0.034,0.419
random,0.174137,0.186,0.068,0.274,0.087,0.361,0.024
random,0.174098,0.019,0.071,0.158,0.264,0.043,0.446
random,0.174094,0.001,0.332,0.011,0.16,0.038,0.459
random,0.174075,0.05,0.085,0.285,0.075,0.004,0.501
random,0.17407,0.012,0.011,0.326,0.258,0.237,0.157
random,0.174066,0.024,0.155,0.773,0.032,0.014,0.001
random,0.17405,0.044,0.075,0.052,0.15,0.036,0.643
random,0.174032,0.054,0.296,0.087,0.169,0.186,0.207
random,0.173989,0.004,0.404,0.098,0.28,0.047,0.168
random,0.173872,0.072,0.177,0.136,0.064,0.11,0.442
random,0.17387,0.025,0.478,0.165,0.071,0.178,0.082
random,0.17387,0.082,0.06,0.562,0.066,0.215,0.016
random,0.173851,0.002,0.096,0.508,0.14,0.111,0.144
random,0.17384,0.002,0.408,0.44,0.073,0.028,0.049
random,0.173791,0.056,0.25,0.261,0.039,0.004,0.39
random,0.173787,0.001,0.033,0.082,0.814,0.061,0.009
random,0.173733,0.01,0.228,0.108,0.57,0.08,0.004
random,0.173731,0.035,0.362,0.066,0.12,0.009,0.408
random,0.173726,0.239,0.341,0.082,0.002,0.327,0.01
random,0.173714,0.022,0.007,0.131,0.251,0.189,0.4
random,0.17369,0.1,0.008,0.457,0.066,0.304,0.066
random,0.173689,0.056,0.153,0.0,0.148,0.084,0.558
random,0.173652,0.121,0.268,0.009,0.323,0.214,0.065
random,0.173621,0.005,0.219,0.427,0.121,0.191,0.036
random,0.173601,0.021,0.477,0.2,0.121,0.059,0.122
random,0.173591,0.013,0.429,0.224,0.186,0.144,0.005
random,0.173557,0.027,0.068,0.606,0.066,0.192,0.041
random,0.173533,0.046,0.153,0.22,0.059,0.084,0.438
random,0.173522,0.007,0.019,0.857,0.01,0.043,0.064
random,0.173484,0.003,0.0,0.212,0.159,0.089,0.538
random,0.173434,0.131,0.074,0.175,0.015,0.281,0.325
random,0.173395,0.134,0.282,0.008,0.022,0.075,0.48
random,0.173394,0.036,0.239,0.248,0.05,0.039,0.388
random,0.173378,0.067,0.089,0.276,0.021,0.156,0.39
random,0.173355,0.093,0.083,0.002,0.169,0.007,0.646
random,0.17335,0.135,0.06,0.049,0.016,0.084,0.656
random,0.173337,0.008,0.034,0.747,0.058,0.075,0.078
random,0.173249,0.099,0.095,0.075,0.001,0.02,0.709
random,0.173224,0.117,0.146,0.128,0.016,0.074,0.518
random,0.173174,0.203,0.006,0.017,0.074,0.153,0.547
random,0.173126,0.149,0.174,0.003,0.003,0.057,0.613
random,0.173125,0.064,0.027,0.147,0.139,0.245,0.378
random,0.173056,0.033,0.198,0.012,0.584,0.107,0.067
random,0.173009,0.137,0.337,0.181,0.006,0.304,0.036
random,0.172992,0.007,0.281,0.296,0.057,0.031,0.327
random,0.17299,0.028,0.297,0.432,0.029,0.164,0.05
random,0.172982,0.061,0.072,0.587,0.02,0.176,0.082
random,0.172964,0.047,0.29,0.013,0.114,0.118,0.418
random,0.172963,0.022,0.048,0.479,0.16,0.271,0.021
random,0.172953,0.053,0.15,0.325,0.001,0.146,0.326
random,0.172939,0.076,0.015,0.387,0.014,0.032,0.476
random,0.172937,0.016,0.224,0.337,0.078,0.127,0.219
random,0.172935,0.283,0.007,0.06,0.018,0.396,0.236
random,0.172838,0.071,0.427,0.093,0.02,0.008,0.38
random,0.172837,0.114,0.74,0.002,0.042,0.097,0.004
random,0.172806,0.061,0.124,0.409,0.011,0.026,0.369
random,0.172759,0.008,0.079,0.156,0.198,0.003,0.555
random,0.172738,0.106,0.052,0.003,0.164,0.047,0.629
random,0.17273,0.068,0.246,0.194,0.001,0.243,0.247
random,0.172669,0.0,0.236,0.265,0.155,0.169,0.174
random,0.172638,0.066,0.281,0.093,0.02,0.164,0.376
random,0.172621,0.016,0.406,0.01,0.353,0.002,0.213
random,0.172555,0.12,0.167,0.02,0.028,0.149,0.516
random,0.172545,0.083,0.104,0.099,0.055,0.107,0.553
random,0.172534,0.025,0.086,0.097,0.122,0.043,0.627
random,0.172522,0.027,0.053,0.385,0.15,0.241,0.144
random,0.172495,0.001,0.194,0.014,0.225,0.004,0.562
random,0.172487,0.012,0.402,0.211,0.004,0.046,0.323
random,0.17248,0.066,0.274,0.361,0.005,0.226,0.068
random,0.172465,0.002,0.415,0.135,0.263,0.03,0.155
random,0.172463,0.136,0.119,0.038,0.03,0.167,0.51
random,0.172461,0.017,0.352,0.198,0.044,0.114,0.275
random,0.172391,0.001,0.372,0.218,0.091,0.072,0.246
random,0.172296,0.047,0.025,0.093,0.522,0.17,0.143
random,0.172199,0.11,0.011,0.368,0.053,0.2,0.256
random,0.172196,0.061,0.417,0.062,0.057,0.034,0.37
random,0.172104,0.005,0.266,0.657,0.001,0.006,0.066
random,0.172037,0.017,0.216,0.507,0.053,0.069,0.139
random,0.172027,0.088,0.795,0.024,0.024,0.03,0.038
random,0.171958,0.0,0.457,0.302,0.022,0.074,0.145
random,0.171956,0.163,0.051,0.069,0.001,0.184,0.532
random,0.171946,0.007,0.06,0.121,0.253,0.038,0.522
random,0.17193,0.006,0.049,0.171,0.26,0.109,0.406
random,0.171837,0.001,0.196,0.004,0.634,0.05,0.116
random,0.171832,0.007,0.102,0.206,0.207,0.172,0.306
random,0.171787,0.005,0.174,0.254,0.105,0.023,0.439
random,0.171764,0.055,0.151,0.478,0.017,0.261,0.038
random,0.171735,0.077,0.0,0.178,0.057,0.142,0.546
random,0.171733,0.004,0.026,0.068,0.224,0.008,0.671
random,0.171707,0.028,0.115,0.192,0.118,0.06,0.489
random,0.171679,0.001,0.076,0.64,0.003,0.065,0.215
random,0.171666,0.089,0.054,0.006,0.125,0.032,0.694
random,0.17162,0.002,0.141,0.049,0.165,0.069,0.574
random,0.171587,0.171,0.008,0.069,0.083,0.203,0.466
random,0.171575,0.073,0.221,0.408,0.011,0.023,0.264
random,0.171562,0.036,0.215,0.496,0.042,0.055,0.156
random,0.171562,0.036,0.545,0.261,0.01,0.089,0.059
random,0.171554,0.089,0.035,0.605,0.011,0.258,0.002
random,0.171448,0.003,0.299,0.51,0.021,0.035,0.133
random,0.171435,0.002,0.224,0.31,0.132,0.186,0.145
random,0.171433,0.057,0.415,0.03,0.414,0.075,0.009
random,0.171351,0.082,0.476,0.038,0.027,0.219,0.158
random,0.171325,0.022,0.035,0.164,0.17,0.038,0.57
random,0.171267,0.08,0.032,0.589,0.031,0.259,0.008
random,0.171262,0.018,0.006,0.33,0.179,0.223,0.245
random,0.171235,0.054,0.189,0.129,0.045,0.073,0.51
random,0.171234,0.004,0.061,0.055,0.234,0.159,0.486
random,0.171221,0.033,0.097,0.375,0.031,0.165,0.298
random,0.171216,0.008,0.37,0.419,0.012,0.127,0.064
random,0.17121,0.051,0.572,0.009,0.161,0.059,0.147
random,0.171161,0.014,0.618,0.18,0.051,0.035,0.102
random,0.171142,0.091,0.226,0.073,0.022,0.175,0.412
random,0.171141,0.07,0.399,0.035,0.029,0.005,0.461
random,0.171136,0.006,0.008,0.491,0.136,0.061,0.299
random,0.171124,0.066,0.005,0.152,0.046,0.095,0.636
random,0.171004,0.006,0.402,0.005,0.234,0.017,0.336
random,0.170973,0.127,0.163,0.004,0.088,0.228,0.39
random,0.170969,0.009,0.101,0.243,0.154,0.172,0.32
random,0.170901,0.035,0.003,0.014,0.143,0.096,0.708
random,0.170795,0.066,0.009,0.483,0.105,0.314,0.023
random,0.170746,0.032,0.001,0.034,0.219,0.06,0.653
random,0.170701,0.029,0.304,0.424,0.008,0.159,0.077
random,0.170684,0.05,0.003,0.102,0.038,0.006,0.8
random,0.170643,0.005,0.304,0.004,0.283,0.043,0.362
random,0.170615,0.006,0.036,0.262,0.219,0.228,0.249
random,0.17061,0.08,0.036,0.204,0.066,0.273,0.341
random,0.170601,0.083,0.16,0.06,0.041,0.177,0.479
random,0.1706,0.015,0.289,0.328,0.013,0.019,0.335
random,0.170581,0.056,0.034,0.345,0.092,0.26,0.212
random,0.170579,0.255,0.0,0.068,0.344,0.331,0.002
random,0.170466,0.018,0.253,0.316,0.175,0.206,0.032
random,0.170374,0.086,0.046,0.027,0.124,0.215,0.502
random,0.170331,0.014,0.28,0.149,0.245,0.156,0.157
random,0.170315,0.036,0.103,0.048,0.157,0.07,0.585
random,0.170282,0.038,0.068,0.197,0.01,0.122,0.565
random,0.170256,0.0,0.096,0.727,0.089,0.002,0.085
random,0.170231,0.009,0.064,0.114,0.231,0.033,0.549
random,0.17023,0.037,0.053,0.071,0.144,0.059,0.636
random,0.170198,0.073,0.157,0.301,0.016,0.185,0.268
random,0.170172,0.011,0.225,0.015,0.517,0.107,0.124
random,0.170154,0.027,0.027,0.682,0.043,0.18,0.042
random,0.170053,0.029,0.449,0.205,0.119,0.184,0.013
random,0.170025,0.048,0.308,0.126,0.002,0.015,0.501
random,0.169978,0.025,0.133,0.492,0.032,0.173,0.144
random,0.169977,0.076,0.208,0.045,0.06,0.201,0.41
random,0.169963,0.011,0.147,0.076,0.099,0.053,0.614
random,0.169949,0.035,0.136,0.325,0.04,0.146,0.317
random,0.169934,0.348,0.152,0.034,0.066,0.394,0.006
random,0.169841,0.055,0.018,0.096,0.022,0.027,0.783
random,0.169767,0.138,0.008,0.018,0.087,0.29,0.46
random,0.169739,0.001,0.265,0.007,0.097,0.002,0.628
random,0.16972,0.016,0.091,0.148,0.21,0.006,0.528
random,0.169684,0.0,0.019,0.175,0.145,0.087,0.574
random,0.169625,0.048,0.003,0.556,0.048,0.21,0.135
random,0.169613,0.1,0.163,0.182,0.01,0.041,0.503
random,0.169604,0.001,0.113,0.099,0.477,0.142,0.169
random,0.169603,0.005,0.573,0.356,0.006,0.043,0.017
random,0.169534,0.029,0.05,0.574,0.02,0.2,0.128
random,0.169514,0.002,0.002,0.01,0.17,0.011,0.805
random,0.169472,0.008,0.24,0.488,0.053,0.183,0.028
random,0.169465,0.106,0.141,0.068,0.007,0.08,0.598
random,0.169451,0.324,0.215,0.004,0.0,0.376,0.081
random,0.169418,0.0,0.044,0.543,0.094,0.007,0.311
random,0.169392,0.005,0.492,0.194,0.195,0.105,0.008
random,0.169341,0.112,0.025,0.415,0.008,0.252,0.188
random,0.16924,0.092,0.089,0.022,0.059,0.132,0.606
random,0.169188,0.017,0.51,0.329,0.012,0.123,0.01
random,0.169164,0.027,0.349,0.238,0.004,0.182,0.199
random,0.16911,0.011,0.269,0.082,0.209,0.147,0.283
random,0.169089,0.112,0.024,0.18,0.286,0.289,0.109
random,0.169001,0.026,0.027,0.008,0.288,0.004,0.648
random,0.168982,0.05,0.586,0.056,0.065,0.024,0.218
random,0.168981,0.01,0.113,0.108,0.294,0.172,0.303
random,0.168892,0.115,0.015,0.007,0.023,0.038,0.801
random,0.168887,0.015,0.383,0.168,0.009,0.06,0.366
random,0.168886,0.357,0.02,0.02,0.215,0.382,0.007
random,0.1688,0.011,0.37,0.042,0.444,0.044,0.088
random,0.168787,0.132,0.003,0.23,0.031,0.306,0.298
random,0.168769,0.2,0.003,0.022,0.289,0.311,0.175
random,0.168736,0.017,0.005,0.437,0.063,0.009,0.47
random,0.16871,0.005,0.021,0.905,0.013,0.054,0.003
random,0.16864,0.04,0.12,0.215,0.07,0.005,0.55
random,0.168619,0.182,0.13,0.236,0.016,0.363,0.074
